timestamp,power_w,temperature_c,gpu_util_pct,memory_used_mib,graphics_clock_mhz,memory_clock_mhz
2026/07/30 23:10:08.564, 350.18, 64, 78, 93151, 2445, 13365
2026/07/30 23:10:09.639, 350.62, 65, 76, 93151, 2490, 13365
2026/07/30 23:10:10.716, 349.82, 64, 77, 93151, 2422, 13365
2026/07/30 23:10:11.793, 350.61, 64, 77, 93151, 2452, 13365
2026/07/30 23:10:12.869, 350.06, 64, 77, 93151, 2445, 13365
2026/07/30 23:10:13.951, 349.52, 64, 74, 93151, 2422, 13365
2026/07/30 23:10:15.022, 350.63, 65, 73, 93151, 2452, 13365
2026/07/30 23:10:16.100, 350.67, 65, 70, 93151, 2437, 13365
2026/07/30 23:10:17.178, 350.42, 64, 77, 93151, 2445, 13365
2026/07/30 23:10:18.252, 350.21, 65, 78, 93151, 2415, 13365
2026/07/30 23:10:19.325, 349.29, 64, 76, 93151, 2430, 13365
2026/07/30 23:10:20.404, 350.49, 65, 74, 93151, 2422, 13365
2026/07/30 23:10:21.483, 350.39, 64, 77, 93151, 2422, 13365
2026/07/30 23:10:22.557, 349.30, 64, 76, 93151, 2415, 13365
2026/07/30 23:10:23.632, 349.80, 64, 75, 93151, 2482, 13365
2026/07/30 23:10:24.705, 349.85, 64, 73, 93151, 2467, 13365
2026/07/30 23:10:25.778, 350.15, 64, 77, 93151, 2460, 13365
2026/07/30 23:10:26.851, 349.45, 65, 74, 93151, 2482, 13365
2026/07/30 23:10:27.923, 350.14, 64, 73, 93151, 2482, 13365
2026/07/30 23:10:28.997, 350.23, 65, 75, 93151, 2467, 13365
2026/07/30 23:10:30.071, 349.66, 65, 75, 93151, 2475, 13365
2026/07/30 23:10:31.148, 350.24, 64, 75, 93151, 2437, 13365
2026/07/30 23:10:32.223, 349.79, 65, 75, 93151, 2400, 13365
2026/07/30 23:10:33.300, 349.99, 64, 77, 93151, 2422, 13365
2026/07/30 23:10:34.381, 350.16, 64, 78, 93151, 2430, 13365
2026/07/30 23:10:35.455, 350.57, 65, 71, 93151, 2437, 13365
2026/07/30 23:10:36.529, 350.55, 63, 71, 93151, 2452, 13365
2026/07/30 23:10:37.604, 350.61, 65, 78, 93151, 2460, 13365
2026/07/30 23:10:38.678, 349.54, 65, 77, 93151, 2452, 13365
2026/07/30 23:10:39.754, 350.11, 64, 77, 93151, 2467, 13365
2026/07/30 23:10:40.830, 349.66, 65, 76, 93151, 2430, 13365
2026/07/30 23:10:41.905, 349.74, 65, 74, 93151, 2460, 13365
2026/07/30 23:10:42.979, 349.71, 64, 74, 93151, 2467, 13365
2026/07/30 23:10:44.054, 351.43, 64, 74, 93151, 2482, 13365
2026/07/30 23:10:45.127, 349.42, 64, 74, 93151, 2460, 13365
2026/07/30 23:10:46.198, 350.67, 65, 73, 93151, 2467, 13365
2026/07/30 23:10:47.272, 350.45, 65, 71, 93151, 2452, 13365
